Minutes,Games,iteration,Average_Score,High_Score,Epsilon,,,,,,,Seconds (plus the mintues)
72,511,64131,50,380,0.035933131,,,,,,,1.59
72,512,64248,68,380,0.035816248,,,,,,,9.33
72,513,64322,42,380,0.035742322,,,,,,,14.21
72,514,64396,42,380,0.035668396,,,,,,,19.11
72,515,64485,51,380,0.035579485,,,,,,,25.01
72,516,64558,42,380,0.035506558,,,,,,,29.87
72,517,64632,42,380,0.035432632,,,,,,,34.8
72,518,64805,101,380,0.035259805,,,,,,,46.26
72,519,64897,53,380,0.035167897,,,,,,,52.29
73,520,65059,97,380,0.035006059,,,,,,,3.3
73,521,65257,116,380,0.034808257,,,,,,,16.43
73,522,65462,121,380,0.034603462,,,,,,,30.07
73,523,65567,61,380,0.034498567,,,,,,,37.02
73,524,65642,43,380,0.034423642,,,,,,,41.98
73,525,65787,86,380,0.034278787,,,,,,,51.74
73,526,65873,50,380,0.034192873,,,,,,,57.57
74,527,66005,77,380,0.034061005,,,,,,,6.38
74,528,66079,42,380,0.033987079,,,,,,,11.29
74,529,66253,103,380,0.033813253,,,,,,,22.92
74,530,66327,42,380,0.033739327,,,,,,,27.85
74,531,66596,160,380,0.033470596,,,,,,,45.86
74,532,66742,85,380,0.033324742,,,,,,,55.57
75,533,66891,88,380,0.033175891,,,,,,,5.48
75,534,66995,62,380,0.033071995,,,,,,,12.53
75,535,67129,79,380,0.032938129,,,,,,,21.48
75,536,67201,42,380,0.032866201,,,,,,,26.37
75,537,67295,55,380,0.032772295,,,,,,,32.74
75,538,67383,51,380,0.032684383,,,,,,,38.65
75,539,67537,92,380,0.032530537,,,,,,,49.08
75,540,67628,54,380,0.032439628,,,,,,,55.36
76,541,67702,42,380,0.032365702,,,,,,,0.28
76,542,67819,69,380,0.032248819,,,,,,,8.16
76,543,67918,57,380,0.032149918,,,,,,,14.75
76,544,68222,181,380,0.031846222,,,,,,,35.07
76,545,68354,76,380,0.031714354,,,,,,,43.74
77,546,68744,232,380,0.031324744,,,,,,,9.72
77,547,69210,278,380,0.03085921,,,,,,,40.85
77,548,69489,164,380,0.030580489,,,,,,,59.33
78,549,69639,87,380,0.030430639,,,,,,,9.23
78,550,69713,42,380,0.030356713,,,,,,,14.11
78,551,69840,74,380,0.03022984,,,,,,,22.56
78,552,70056,127,380,0.030014056,,,,,,,36.91
78,553,70166,63,380,0.029904166,,,,,,,44.18
78,554,70370,119,380,0.02970037,,,,,,,57.67
79,555,70509,80,380,0.029561509,,,,,,,6.84
79,556,70583,42,380,0.029487583,,,,,,,11.74
79,557,70929,207,380,0.029141929,,,,,,,34.91
79,558,71091,96,380,0.028980091,,,,,,,45.82
79,559,71237,86,380,0.028834237,,,,,,,55.64
80,560,71525,172,380,0.028546525,,,,,,,14.95
80,561,71748,132,380,0.028323748,,,,,,,29.85
80,562,71842,55,380,0.028229842,,,,,,,36.17
80,563,71930,51,380,0.02814193,,,,,,,42.07
81,564,72296,221,380,0.027776296,,,,,,,6.77
81,565,72381,49,380,0.027691381,,,,,,,12.42
81,566,72549,100,380,0.027523549,,,,,,,23.78
81,567,72706,92,380,0.027366706,,,,,,,34.21
81,568,72926,132,380,0.027146926,,,,,,,49.09
81,569,73031,61,380,0.027042031,,,,,,,56.12
82,570,73159,76,380,0.026914159,,,,,,,4.72
82,571,73351,115,380,0.026722351,,,,,,,17.69
82,572,73453,59,380,0.026620453,,,,,,,24.51
82,573,73526,43,380,0.026547526,,,,,,,29.44
82,574,73693,98,380,0.026380693,,,,,,,40.56
83,575,74214,311,380,0.025860214,,,,,,,15.37
83,576,74300,50,380,0.0257743,,,,,,,21.06
83,577,74487,110,380,0.025587487,,,,,,,33.51
83,578,74587,59,380,0.025487587,,,,,,,40.2
83,579,74849,155,380,0.025225849,,,,,,,57.7
84,580,74923,42,380,0.025151923,,,,,,,2.62
84,581,75325,240,380,0.024750325,,,,,,,29.53
84,582,75399,43,380,0.024676399,,,,,,,34.54
84,583,75488,52,380,0.024587488,,,,,,,40.57
85,584,75885,236,380,0.024190885,,,,,,,7
85,585,75959,42,380,0.024116959,,,,,,,11.92
85,586,76181,132,380,0.023895181,,,,,,,26.8
85,587,76311,76,380,0.023765311,,,,,,,35.51
85,588,76560,148,380,0.02351656,,,,,,,52.18
86,589,76935,222,380,0.023141935,,,,,,,17.02
86,590,77086,87,380,0.022991086,,,,,,,26.97
86,591,77246,95,380,0.022831246,,,,,,,37.72
87,592,77641,238,380,0.022436641,,,,,,,4.31
87,593,77896,152,380,0.022181896,,,,,,,21.41
87,594,78092,115,380,0.021986092,,,,,,,34.44
87,595,78238,86,380,0.021840238,,,,,,,44.22
87,596,78406,101,380,0.021672406,,,,,,,55.65
88,597,78555,90,380,0.021523555,,,,,,,5.91
88,598,78628,42,380,0.021450628,,,,,,,10.84
88,599,78717,53,380,0.021361717,,,,,,,16.87
88,600,78800,50,380,0.0212788,,,,,,,22.59
88,601,78957,94,380,0.021121957,,,,,,,33.29
89,602,79374,253,380,0.020705374,,,,,,,1.67
89,603,79469,57,380,0.020610469,,,,,,,8.19
89,604,80186,428,428,0.019894186,,,,,,,56.02
90,605,80424,142,428,0.019656424,,,,,,,12.02
90,606,80717,174,428,0.019363717,,,,,,,31.54
90,607,81047,198,428,0.019034047,,,,,,,53.8
91,608,81466,251,428,0.018615466,,,,,,,21.92
91,609,81616,88,428,0.018465616,,,,,,,31.96
91,610,81810,115,428,0.01827181,,,,,,,44.88
91,611,81884,43,428,0.018197884,,,,,,,49.81
92,612,82212,193,428,0.017870212,,,,,,,11.48
92,613,82635,250,428,0.017447635,,,,,,,39.51
92,614,82793,93,428,0.017289793,,,,,,,50.06
93,615,83154,215,428,0.016929154,,,,,,,14.23
93,616,83388,139,428,0.016695388,,,,,,,29.87
93,617,83615,134,428,0.016468615,,,,,,,44.9
93,618,83689,42,428,0.016394689,,,,,,,49.78
94,619,83928,140,428,0.016155928,,,,,,,5.52
94,620,84177,147,428,0.015907177,,,,,,,21.99
94,621,84339,95,428,0.015745339,,,,,,,32.72
95,622,84919,345,428,0.015165919,,,,,,,11.22
95,623,85147,135,428,0.014938147,,,,,,,26.38
95,624,85562,245,428,0.014523562,,,,,,,53.89
96,625,85924,215,428,0.014161924,,,,,,,17.98
96,626,86460,319,428,0.01362646,,,,,,,53.59
97,627,86914,268,428,0.013172914,,,,,,,23.62
98,628,87596,405,428,0.012491596,,,,,,,8.91
98,629,87871,163,428,0.012216871,,,,,,,27.25
99,630,88785,543,543,0.011303785,,,,,,,27.87
99,631,88911,74,543,0.011177911,,,,,,,36.25
99,632,89081,99,543,0.011008081,,,,,,,47.45
99,633,89173,53,543,0.010916173,,,,,,,53.56
100,634,89960,472,543,0.01012996,,,,,,,46.24
101,635,90304,205,543,0.009786304,,,,,,,9.23
101,636,90923,368,543,0.009167923,,,,,,,50.37
102,637,91557,378,543,0.008534557,,,,,,,32.63
103,638,91984,254,543,0.008107984,,,,,,,1.07
104,639,93166,703,703,0.006927166,,,,,,,19.43
105,640,93786,367,703,0.006307786,,,,,,,0.41
105,641,94253,286,703,0.005841253,,,,,,,32.39
105,642,94487,140,703,0.005607487,,,,,,,48.17
105,643,94561,43,703,0.005533561,,,,,,,53.17
106,644,95022,276,703,0.005073022,,,,,,,24.08
107,645,95776,452,703,0.004319776,,,,,,,14.46
107,646,96004,136,703,0.004092004,,,,,,,29.74
108,647,96476,288,703,0.003620476,,,,,,,1.98
108,648,96643,98,703,0.003453643,,,,,,,13.06
108,649,96716,42,703,0.003380716,,,,,,,17.99
108,650,96823,63,703,0.003273823,,,,,,,25.18
108,651,97251,256,703,0.002846251,,,,,,,53.9
109,652,97446,115,703,0.002651446,,,,,,,6.92
110,653,98418,584,703,0.001680418,,,,,,,11.96
111,654,99301,529,703,0.000798301,,,,,,,10.88
111,655,99706,241,703,0.000393706,,,,,,,37.81
111,656,99988,167,703,0.000111988,,,,,,,56.59
112,657,100347,214,703,1.00E-04,,,,,,,20.55
112,658,100594,146,703,1.00E-04,,,,,,,37
113,659,101026,258,703,1.00E-04,,,,,,,5.84
113,660,101312,170,703,1.00E-04,,,,,,,24.94
113,661,101790,289,703,1.00E-04,,,,,,,57.26
114,662,101956,98,703,1.00E-04,,,,,,,8.42
114,663,102390,261,703,1.00E-04,,,,,,,37.57
114,664,102478,51,703,1.00E-04,,,,,,,43.5
115,665,103320,528,703,1.00E-04,,,,,,,42.35
117,666,105041,1044,1044,1.00E-04,,,,,,,38.54
118,667,106104,639,1044,1.00E-04,,,,,,,49.74
119,668,106267,105,1044,1.00E-04,,,,,,,1.7
119,669,106495,140,1044,1.00E-04,,,,,,,17.52
119,670,106711,131,1044,1.00E-04,,,,,,,32.34
120,671,107316,374,1044,1.00E-04,,,,,,,14.15
120,672,107792,295,1044,1.00E-04,,,,,,,47.12
120,673,107874,50,1044,1.00E-04,,,,,,,52.84
121,674,108150,173,1044,1.00E-04,,,,,,,12.29
121,675,108801,404,1044,1.00E-04,,,,,,,57.38
122,676,108885,51,1044,1.00E-04,,,,,,,3.2
122,677,109128,151,1044,1.00E-04,,,,,,,20.19
122,678,109240,69,1044,1.00E-04,,,,,,,28.11
123,679,110503,801,1044,1.00E-04,,,,,,,57.37
126,680,112639,1019,1044,1.00E-04,,,,,,,21.97
126,681,113091,279,1044,1.00E-04,,,,,,,53.17
128,682,114391,205,1044,1.00E-04,,,,,,,19.78
130,683,115999,986,1044,1.00E-04,,,,,,,10.28
132,684,118189,316,1044,1.00E-04,,,,,,,34.88
139,685,124706,188,1044,1.00E-04,,,,,,,39.82
140,686,125196,305,1044,1.00E-04,,,,,,,13.85
141,687,126274,668,1044,1.00E-04,,,,,,,28.28
144,688,128882,1578,1578,1.00E-04,,,,,,,23.78
148,689,132460,2156,2156,1.00E-04,,,,,,,23.48
152,690,135789,1995,2156,1.00E-04,,,,,,,5.41
152,691,136252,274,2156,1.00E-04,,,,,,,36.09
153,692,136691,259,2156,1.00E-04,,,,,,,5.1
154,693,138157,885,2156,1.00E-04,,,,,,,43.59
157,694,140597,1470,2156,1.00E-04,,,,,,,27.15
158,695,141899,782,2156,1.00E-04,,,,,,,54.29
160,696,143441,927,2156,1.00E-04,,,,,,,37.52
161,697,144644,722,2156,1.00E-04,,,,,,,57.9
174,698,155463,5914,5914,1.00E-04,,,,,,,4.12
176,699,158042,1559,5914,1.00E-04,,,,,,,57.53
179,700,160103,1243,5914,1.00E-04,,,,,,,15.87
180,701,160978,525,5914,1.00E-04,,,,,,,14.41
182,702,162803,1095,5914,1.00E-04,,,,,,,16.26
182,703,163102,178,5914,1.00E-04,,,,,,,36.28
183,704,163671,337,5914,1.00E-04,,,,,,,13.94
183,705,163769,56,5914,1.00E-04,,,,,,,20.4
183,706,163982,125,5914,1.00E-04,,,,,,,34.46
183,707,164233,148,5914,1.00E-04,,,,,,,51.06
184,708,164791,330,5914,1.00E-04,,,,,,,27.9
184,709,165063,159,5914,1.00E-04,,,,,,,45.8
185,710,165635,338,5914,1.00E-04,,,,,,,23.59
185,711,165756,70,5914,1.00E-04,,,,,,,31.55
185,712,166011,149,5914,1.00E-04,,,,,,,48.28
185,713,166183,100,5914,1.00E-04,,,,,,,59.62
186,714,166269,50,5914,1.00E-04,,,,,,,5.35
186,715,166410,83,5914,1.00E-04,,,,,,,14.73
186,716,166636,133,5914,1.00E-04,,,,,,,29.8
186,717,166783,86,5914,1.00E-04,,,,,,,39.56
187,718,167166,229,5914,1.00E-04,,,,,,,5.17
187,719,167315,88,5914,1.00E-04,,,,,,,15.2
187,720,167711,240,5914,1.00E-04,,,,,,,42.09
187,721,167892,109,5914,1.00E-04,,,,,,,54.38
188,722,168069,106,5914,1.00E-04,,,,,,,6.41
188,723,168143,42,5914,1.00E-04,,,,,,,11.31
188,724,168217,42,5914,1.00E-04,,,,,,,16.21
189,725,168911,411,5914,1.00E-04,,,,,,,2.13
189,726,169026,66,5914,1.00E-04,,,,,,,9.7
189,727,169117,52,5914,1.00E-04,,,,,,,15.69
189,728,169637,306,5914,1.00E-04,,,,,,,49.94
190,729,169953,185,5914,1.00E-04,,,,,,,10.75
191,730,170875,546,5914,1.00E-04,,,,,,,11.57
192,731,172252,817,5914,1.00E-04,,,,,,,42.54
193,732,173233,579,5914,1.00E-04,,,,,,,47.1
194,733,174278,625,5914,1.00E-04,,,,,,,56.72
195,734,174382,60,5914,1.00E-04,,,,,,,3.63
195,735,175148,454,5914,1.00E-04,,,,,,,54.34
196,736,175855,418,5914,1.00E-04,,,,,,,41.05
199,737,178627,1653,5914,1.00E-04,,,,,,,44.88
199,738,178810,108,5914,1.00E-04,,,,,,,57.06
200,739,178897,50,5914,1.00E-04,,,,,,,2.84
201,740,179761,516,5914,1.00E-04,,,,,,,0.39
204,741,183183,2033,5914,1.00E-04,,,,,,,46.46
205,742,183618,256,5914,1.00E-04,,,,,,,15.14
211,743,189433,3478,5914,1.00E-04,,,,,,,41.8
213,744,191340,1144,5914,1.00E-04,,,,,,,49.08
216,745,193787,1461,5914,1.00E-04,,,,,,,31.58
221,746,197992,2513,5914,1.00E-04,,,,,,,10.98
221,747,198243,147,5914,1.00E-04,,,,,,,27.53
228,748,204430,3688,5914,1.00E-04,,,,,,,17.49
232,749,208226,2248,5914,1.00E-04,,,,,,,27.52
234,750,210423,1307,5914,1.00E-04,,,,,,,52.92
235,751,211083,393,5914,1.00E-04,,,,,,,36.78
238,752,213916,1690,5914,1.00E-04,,,,,,,44.79
238,753,214049,77,5914,1.00E-04,,,,,,,53.6
239,754,215000,562,5914,1.00E-04,,,,,,,56.2
242,755,217392,1413,5914,1.00E-04,,,,,,,33.35
243,756,218545,682,5914,1.00E-04,,,,,,,49.34
244,757,218722,103,5914,1.00E-04,,,,,,,1.04
244,758,219339,363,5914,1.00E-04,,,,,,,41.59
245,759,219788,263,5914,1.00E-04,,,,,,,11.03
245,760,220260,277,5914,1.00E-04,,,,,,,42.01
245,761,220462,117,5914,1.00E-04,,,,,,,55.25
246,762,221009,321,5914,1.00E-04,,,,,,,31.2
251,763,225357,2571,5914,1.00E-04,,,,,,,17.07
254,764,228299,1737,5914,1.00E-04,,,,,,,30.32
262,765,235267,4122,5914,1.00E-04,,,,,,,8.51
262,766,235832,334,5914,1.00E-04,,,,,,,45.82
263,767,236783,571,5914,1.00E-04,,,,,,,49.47
266,768,239641,1692,5914,1.00E-04,,,,,,,57.68
267,769,239940,177,5914,1.00E-04,,,,,,,17.6
274,770,246002,3621,5914,1.00E-04,,,,,,,0.14
276,771,248353,1386,5914,1.00E-04,,,,,,,34.32
277,772,248774,248,5914,1.00E-04,,,,,,,2.09
285,773,256635,4658,5914,1.00E-04,,,,,,,39.87
293,774,264201,4470,5914,1.00E-04,,,,,,,56.77
294,775,264905,414,5914,1.00E-04,,,,,,,43.07
294,776,264979,42,5914,1.00E-04,,,,,,,47.93
295,777,265756,458,5914,1.00E-04,,,,,,,39.03
300,778,270057,2568,5914,1.00E-04,,,,,,,24.53
302,779,271901,1107,5914,1.00E-04,,,,,,,27.73
304,780,273384,889,5914,1.00E-04,,,,,,,6.71
308,781,276970,2140,5914,1.00E-04,,,,,,,4.66
310,782,279186,1305,5914,1.00E-04,,,,,,,29.89
311,783,279729,323,5914,1.00E-04,,,,,,,5.96
312,784,280570,498,5914,1.00E-04,,,,,,,1.55
314,785,282429,1106,5914,1.00E-04,,,,,,,4.68
314,786,282952,310,5914,1.00E-04,,,,,,,39.38
315,787,283406,269,5914,1.00E-04,,,,,,,9.53
315,788,283776,218,5914,1.00E-04,,,,,,,33.99
317,789,285628,1124,5914,1.00E-04,,,,,,,39.16
319,790,287056,859,5914,1.00E-04,,,,,,,14.84
320,791,288405,813,5914,1.00E-04,,,,,,,45.44
321,792,288746,204,5914,1.00E-04,,,,,,,8.38
321,793,289451,415,5914,1.00E-04,,,,,,,54.72
322,794,289606,90,5914,1.00E-04,,,,,,,4.93
325,795,292378,1635,5914,1.00E-04,,,,,,,6.85
325,796,292536,93,5914,1.00E-04,,,,,,,17.4
327,797,294200,980,5914,1.00E-04,,,,,,,6.52
330,798,297180,1758,5914,1.00E-04,,,,,,,22.12
330,799,297254,42,5914,1.00E-04,,,,,,,27.04
330,800,297463,125,5914,1.00E-04,,,,,,,41.2
331,801,297797,201,5914,1.00E-04,,,,,,,3.71
331,802,297870,42,5914,1.00E-04,,,,,,,8.63
332,803,298880,602,5914,1.00E-04,,,,,,,15.8
332,804,299204,190,5914,1.00E-04,,,,,,,37.16
333,805,299641,255,5914,1.00E-04,,,,,,,5.7
333,806,300258,364,5914,1.00E-04,,,,,,,46.36
338,807,304543,2525,5914,1.00E-04,,,,,,,27.11
340,808,305984,848,5914,1.00E-04,,,,,,,1.51
341,809,307391,829,5914,1.00E-04,,,,,,,33.86
345,810,311013,2148,5914,1.00E-04,,,,,,,32.71
354,811,319165,4806,5914,1.00E-04,,,,,,,26.95
356,812,320880,1008,5914,1.00E-04,,,,,,,19.22
357,813,322153,758,5914,1.00E-04,,,,,,,43.61
358,814,323175,601,5914,1.00E-04,,,,,,,50.52
359,815,323902,427,5914,1.00E-04,,,,,,,38.13
362,816,326399,1470,5914,1.00E-04,,,,,,,21.65
362,817,326967,333,5914,1.00E-04,,,,,,,58.9
365,818,329556,1526,5914,1.00E-04,,,,,,,48.64
371,819,334493,2936,5914,1.00E-04,,,,,,,15.02
371,820,334758,155,5914,1.00E-04,,,,,,,32.43
372,821,335556,480,5914,1.00E-04,,,,,,,25.98
373,822,336137,343,5914,1.00E-04,,,,,,,4.33
373,823,336470,195,5914,1.00E-04,,,,,,,26.21
373,824,336772,176,5914,1.00E-04,,,,,,,46.04
373,825,336918,85,5914,1.00E-04,,,,,,,55.68
375,826,338200,754,5914,1.00E-04,,,,,,,19.74
375,827,338296,55,5914,1.00E-04,,,,,,,26.06
376,828,338906,358,5914,1.00E-04,,,,,,,6.04
376,829,339098,113,5914,1.00E-04,,,,,,,18.76
376,830,339215,68,5914,1.00E-04,,,,,,,26.51
376,831,339305,52,5914,1.00E-04,,,,,,,32.56
377,832,339848,317,5914,1.00E-04,,,,,,,8
377,833,340049,119,5914,1.00E-04,,,,,,,21.35
378,834,340647,355,5914,1.00E-04,,,,,,,0.95
378,835,341014,218,5914,1.00E-04,,,,,,,25.37
379,836,341906,526,5914,1.00E-04,,,,,,,24.06
379,837,342088,106,5914,1.00E-04,,,,,,,36.1
379,838,342178,51,5914,1.00E-04,,,,,,,42.05
380,839,342800,366,5914,1.00E-04,,,,,,,22.99
380,840,342906,62,5914,1.00E-04,,,,,,,30.06
380,841,343149,142,5914,1.00E-04,,,,,,,46.08
380,842,343311,94,5914,1.00E-04,,,,,,,56.73
381,843,343867,329,5914,1.00E-04,,,,,,,33.53
381,844,344085,128,5914,1.00E-04,,,,,,,47.95
381,845,344195,64,5914,1.00E-04,,,,,,,55.27
382,846,344308,65,5914,1.00E-04,,,,,,,2.76
382,847,344815,299,5914,1.00E-04,,,,,,,36.27
382,848,345058,142,5914,1.00E-04,,,,,,,52.26
383,849,345524,274,5914,1.00E-04,,,,,,,22.9
383,850,345615,53,5914,1.00E-04,,,,,,,28.92
383,851,345716,58,5914,1.00E-04,,,,,,,35.54
384,852,346135,246,5914,1.00E-04,,,,,,,3.05
384,853,346602,274,5914,1.00E-04,,,,,,,33.66
385,854,347020,244,5914,1.00E-04,,,,,,,1.05
386,855,348046,604,5914,1.00E-04,,,,,,,8.36
386,856,348817,453,5914,1.00E-04,,,,,,,58.96
387,857,349622,478,5914,1.00E-04,,,,,,,52.35
388,858,350341,424,5914,1.00E-04,,,,,,,39.64
389,859,351546,707,5914,1.00E-04,,,,,,,58.46
390,860,351951,237,5914,1.00E-04,,,,,,,25.03
390,861,352071,69,5914,1.00E-04,,,,,,,32.93
395,862,356795,2784,5914,1.00E-04,,,,,,,42.54
397,863,358567,1042,5914,1.00E-04,,,,,,,38.51
397,864,358711,83,5914,1.00E-04,,,,,,,47.99
398,865,359482,452,5914,1.00E-04,,,,,,,38.49
402,866,362813,1963,5914,1.00E-04,,,,,,,16.81
402,867,362988,102,5914,1.00E-04,,,,,,,28.42
403,868,364162,699,5914,1.00E-04,,,,,,,46.29
404,869,364410,147,5914,1.00E-04,,,,,,,2.83
406,870,366286,1113,5914,1.00E-04,,,,,,,6.7
406,871,366786,295,5914,1.00E-04,,,,,,,39.74
406,872,366900,67,5914,1.00E-04,,,,,,,47.41
406,873,366988,51,5914,1.00E-04,,,,,,,53.35
407,874,367285,175,5914,1.00E-04,,,,,,,12.97
407,875,367373,50,5914,1.00E-04,,,,,,,18.75
408,876,368252,520,5914,1.00E-04,,,,,,,16.73
408,877,368335,49,5914,1.00E-04,,,,,,,22.35
409,878,369019,404,5914,1.00E-04,,,,,,,7.53
409,879,369284,156,5914,1.00E-04,,,,,,,25.06
410,880,370217,553,5914,1.00E-04,,,,,,,26.72
412,881,372011,1067,5914,1.00E-04,,,,,,,25.51
412,882,372100,53,5914,1.00E-04,,,,,,,31.52
413,883,372815,419,5914,1.00E-04,,,,,,,18.29
413,884,373269,268,5914,1.00E-04,,,,,,,48.33
415,885,375193,1143,5914,1.00E-04,,,,,,,55.56
416,886,375282,53,5914,1.00E-04,,,,,,,1.58
416,887,375429,85,5914,1.00E-04,,,,,,,11.27
417,888,376352,548,5914,1.00E-04,,,,,,,12.35
417,889,376757,240,5914,1.00E-04,,,,,,,39.23
417,890,376890,78,5914,1.00E-04,,,,,,,48.05
418,891,377120,134,5914,1.00E-04,,,,,,,3.12
418,892,377878,445,5914,1.00E-04,,,,,,,52.81
419,893,378663,462,5914,1.00E-04,,,,,,,44.41
420,894,379127,271,5914,1.00E-04,,,,,,,14.74
420,895,379601,278,5914,1.00E-04,,,,,,,45.91
422,896,381360,1034,5914,1.00E-04,,,,,,,41
427,897,386195,2843,5914,1.00E-04,,,,,,,57.13
430,898,388362,1276,5914,1.00E-04,,,,,,,19.12
431,899,388995,371,5914,1.00E-04,,,,,,,0.57
431,900,389413,245,5914,1.00E-04,,,,,,,28.01
442,901,399632,6021,6021,1.00E-04,,,,,,,37.3
454,902,410889,6628,6628,1.00E-04,,,,,,,54.03
456,903,412457,923,6628,1.00E-04,,,,,,,36.73
456,904,412646,110,6628,1.00E-04,,,,,,,49.13
458,905,414376,1020,6628,1.00E-04,,,,,,,42.66
459,906,415038,390,6628,1.00E-04,,,,,,,26.22
461,907,417140,1252,6628,1.00E-04,,,,,,,45.58
465,908,420124,1764,6628,1.00E-04,,,,,,,1.83
465,909,420512,228,6628,1.00E-04,,,,,,,27.4
470,910,425582,2987,6628,1.00E-04,,,,,,,59.46
472,911,426881,765,6628,1.00E-04,,,,,,,24.66
476,912,430897,2372,6628,1.00E-04,,,,,,,48.42
478,913,432103,720,6628,1.00E-04,,,,,,,8.63
479,914,433039,552,6628,1.00E-04,,,,,,,10.22
481,915,435147,1243,6628,1.00E-04,,,,,,,28.58
482,916,436300,678,6628,1.00E-04,,,,,,,44.2
487,917,440972,2758,6628,1.00E-04,,,,,,,50.94
489,918,442025,630,6628,1.00E-04,,,,,,,1.18
489,919,442614,350,6628,1.00E-04,,,,,,,40.29
490,920,443157,325,6628,1.00E-04,,,,,,,16.63
491,921,443851,414,6628,1.00E-04,,,,,,,2.85
491,922,444587,441,6628,1.00E-04,,,,,,,52.04
493,923,445946,678,6628,1.00E-04,,,,,,,22.49
495,924,447471,917,6628,1.00E-04,,,,,,,4.64
496,925,449119,984,6628,1.00E-04,,,,,,,54.17
499,926,451351,1327,6628,1.00E-04,,,,,,,21.76
500,927,452534,704,6628,1.00E-04,,,,,,,40.18
506,928,457722,3088,6628,1.00E-04,,,,,,,23.54
511,929,462547,2865,6628,1.00E-04,,,,,,,42.1
512,930,463233,407,6628,1.00E-04,,,,,,,27.74
513,931,464539,78,6628,1.00E-04,,,,,,,55.61
514,932,464622,62,6628,1.00E-04,,,,,,,2.67
514,933,464721,65,6628,1.00E-04,,,,,,,10.04
514,934,464945,146,6628,1.00E-04,,,,,,,26.42
514,935,465151,135,6628,1.00E-04,,,,,,,41.61
514,936,465243,59,6628,1.00E-04,,,,,,,48.4
515,937,465780,344,6628,1.00E-04,,,,,,,26.78
515,938,466230,284,6628,1.00E-04,,,,,,,58.55
516,939,466549,199,6628,1.00E-04,,,,,,,20.9
516,940,466630,52,6628,1.00E-04,,,,,,,26.89
516,941,466894,172,6628,1.00E-04,,,,,,,46.22
517,942,467371,130,6628,1.00E-04,,,,,,,20.53
518,943,467993,42,6628,1.00E-04,,,,,,,3.98
518,944,468506,0,6628,1.00E-04,,,,,,,40.11
519,945,468953,93,6628,1.00E-04,,,,,,,11.87
